"physeq","agg_level","filtTax","filtTaxPar","filtSamp","filtSampPar","samples","ASVs","samples_agglo","ASVs_agglo","samples_filtered","ASVs_filtered"
"pozuelo","Phylum","highestVar",100,"totalReads",1000,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",150,"totalReads",0,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",150,"totalReads",500,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",150,"totalReads",1000,273,23151,273,15,273,15
"pozuelo","Order","highestVar",40,"totalReads",0,273,23151,273,72,273,40
"pozuelo","Order","highestVar",40,"totalReads",500,273,23151,273,72,273,40
"pozuelo","Order","highestVar",40,"totalReads",1000,273,23151,273,72,273,40
"pozuelo","Order","highestVar",100,"totalReads",0,273,23151,273,72,273,72
"pozuelo","Order","highestVar",100,"totalReads",500,273,23151,273,72,273,72
"pozuelo","Order","highestVar",100,"totalReads",1000,273,23151,273,72,273,72
"pozuelo","Order","highestVar",150,"totalReads",0,273,23151,273,72,273,72
"pozuelo","Order","highestVar",150,"totalReads",500,273,23151,273,72,273,72
"pozuelo","Order","highestVar",150,"totalReads",1000,273,23151,273,72,273,72
"pozuelo","Family","highestVar",40,"totalReads",0,273,23151,273,144,273,40
"pozuelo","Family","highestVar",40,"totalReads",500,273,23151,273,144,273,40
"pozuelo","Family","highestVar",40,"totalReads",1000,273,23151,273,144,273,40
"pozuelo","Family","highestVar",100,"totalReads",0,273,23151,273,144,273,100
"pozuelo","Family","highestVar",100,"totalReads",500,273,23151,273,144,273,100
"pozuelo","Family","highestVar",100,"totalReads",1000,273,23151,273,144,273,100
"pozuelo","Family","highestVar",150,"totalReads",0,273,23151,273,144,273,144
"pozuelo","Family","highestVar",150,"totalReads",500,273,23151,273,144,273,144
"pozuelo","Family","highestVar",150,"totalReads",1000,273,23151,273,144,273,144
"pozuelo","Genus","highestVar",40,"totalReads",0,273,23151,273,445,273,40
"pozuelo","Genus","highestVar",40,"totalReads",500,273,23151,273,445,273,40
"pozuelo","Genus","highestVar",40,"totalReads",1000,273,23151,273,445,273,40
"pozuelo","Genus","highestVar",100,"totalReads",0,273,23151,273,445,273,100
"pozuelo","Genus","highestVar",100,"totalReads",500,273,23151,273,445,273,100
"pozuelo","Genus","highestVar",100,"totalReads",1000,273,23151,273,445,273,100
"pozuelo","Genus","highestVar",150,"totalReads",0,273,23151,273,445,273,150
"pozuelo","Genus","highestVar",150,"totalReads",500,273,23151,273,445,273,150
"pozuelo","Genus","highestVar",150,"totalReads",1000,273,23151,273,445,273,150
"zeber","Class","highestVar",40,"totalReads",0,90,14615,90,21,90,21
"zeber","Class","highestVar",40,"totalReads",500,90,14615,90,21,90,21
"zeber","Class","highestVar",40,"totalReads",1000,90,14615,90,21,90,21
"zeber","Class","highestVar",100,"totalReads",0,90,14615,90,21,90,21
"zeber","Class","highestVar",100,"totalReads",500,90,14615,90,21,90,21
"zeber","Class","highestVar",100,"totalReads",1000,90,14615,90,21,90,21
"zeber","Class","highestVar",150,"totalReads",0,90,14615,90,21,90,21
"zeber","Class","highestVar",150,"totalReads",500,90,14615,90,21,90,21
"zeber","Class","highestVar",150,"totalReads",1000,90,14615,90,21,90,21
"zeber","Phylum","highestVar",40,"totalReads",0,90,14615,90,11,90,11
"zeber","Phylum","highestVar",40,"totalReads",500,90,14615,90,11,90,11
"zeber","Phylum","highestVar",40,"totalReads",1000,90,14615,90,11,90,11
"zeber","Phylum","highestVar",100,"totalReads",0,90,14615,90,11,90,11
"zeber","Phylum","highestVar",100,"totalReads",500,90,14615,90,11,90,11
"zeber","Phylum","highestVar",100,"totalReads",1000,90,14615,90,11,90,11
"zeber","Phylum","highestVar",150,"totalReads",0,90,14615,90,11,90,11
"zeber","Phylum","highestVar",150,"totalReads",500,90,14615,90,11,90,11
"zeber","Phylum","highestVar",150,"totalReads",1000,90,14615,90,11,90,11
"zeber","Order","highestVar",40,"totalReads",0,90,14615,90,54,90,40
"zeber","Order","highestVar",40,"totalReads",500,90,14615,90,54,90,40
"zeber","Order","highestVar",40,"totalReads",1000,90,14615,90,54,90,40
"zeber","Order","highestVar",100,"totalReads",0,90,14615,90,54,90,54
"zeber","Order","highestVar",100,"totalReads",500,90,14615,90,54,90,54
"zeber","Order","highestVar",100,"totalReads",1000,90,14615,90,54,90,54
"zeber","Order","highestVar",150,"totalReads",0,90,14615,90,54,90,54
"zeber","Order","highestVar",150,"totalReads",500,90,14615,90,54,90,54
"zeber","Order","highestVar",150,"totalReads",1000,90,14615,90,54,90,54
"zeber","Family","highestVar",40,"totalReads",0,90,14615,90,108,90,40
"zeber","Family","highestVar",40,"totalReads",500,90,14615,90,108,90,40
"zeber","Family","highestVar",40,"totalReads",1000,90,14615,90,108,90,40
"zeber","Family","highestVar",100,"totalReads",0,90,14615,90,108,90,100
"zeber","Family","highestVar",100,"totalReads",500,90,14615,90,108,90,100
"zeber","Family","highestVar",100,"totalReads",1000,90,14615,90,108,90,100
"zeber","Family","highestVar",150,"totalReads",0,90,14615,90,108,90,108
"zeber","Family","highestVar",150,"totalReads",500,90,14615,90,108,90,108
"zeber","Family","highestVar",150,"totalReads",1000,90,14615,90,108,90,108
"zeber","Genus","highestVar",40,"totalReads",0,90,14615,90,330,90,40
"zeber","Genus","highestVar",40,"totalReads",500,90,14615,90,330,90,40
"zeber","Genus","highestVar",40,"totalReads",1000,90,14615,90,330,90,40
"zeber","Genus","highestVar",100,"totalReads",0,90,14615,90,330,90,100
"zeber","Genus","highestVar",100,"totalReads",500,90,14615,90,330,90,100
"zeber","Genus","highestVar",100,"totalReads",1000,90,14615,90,330,90,100
"zeber","Genus","highestVar",150,"totalReads",0,90,14615,90,330,90,150
"zeber","Genus","highestVar",150,"totalReads",500,90,14615,90,330,90,150
"zeber","Genus","highestVar",150,"totalReads",1000,90,14615,90,330,90,150
"zhu","Class","highestVar",40,"totalReads",0,29,672,29,17,29,17
"zhu","Class","highestVar",40,"totalReads",500,29,672,29,17,29,17
"zhu","Class","highestVar",40,"totalReads",1000,29,672,29,17,29,17
"zhu","Class","highestVar",100,"totalReads",0,29,672,29,17,29,17
"zhu","Class","highestVar",100,"totalReads",500,29,672,29,17,29,17
"zhu","Class","highestVar",100,"totalReads",1000,29,672,29,17,29,17
"zhu","Class","highestVar",150,"totalReads",0,29,672,29,17,29,17
"zhu","Class","highestVar",150,"totalReads",500,29,672,29,17,29,17
"zhu","Class","highestVar",150,"totalReads",1000,29,672,29,17,29,17
"zhu","Phylum","highestVar",40,"totalReads",0,29,672,29,11,29,11
"zhu","Phylum","highestVar",40,"totalReads",500,29,672,29,11,29,11
"zhu","Phylum","highestVar",40,"totalReads",1000,29,672,29,11,29,11
"zhu","Phylum","highestVar",100,"totalReads",0,29,672,29,11,29,11
"zhu","Phylum","highestVar",100,"totalReads",500,29,672,29,11,29,11
"zhu","Phylum","highestVar",100,"totalReads",1000,29,672,29,11,29,11
"zhu","Phylum","highestVar",150,"totalReads",0,29,672,29,11,29,11
"zhu","Phylum","highestVar",150,"totalReads",500,29,672,29,11,29,11
"zhu","Phylum","highestVar",150,"totalReads",1000,29,672,29,11,29,11
"zhu","Order","highestVar",40,"totalReads",0,29,672,29,38,29,38
"zhu","Order","highestVar",40,"totalReads",500,29,672,29,38,29,38
"zhu","Order","highestVar",40,"totalReads",1000,29,672,29,38,29,38
"zhu","Order","highestVar",100,"totalReads",0,29,672,29,38,29,38
"zhu","Order","highestVar",100,"totalReads",500,29,672,29,38,29,38
"zhu","Order","highestVar",100,"totalReads",1000,29,672,29,38,29,38
"zhu","Order","highestVar",150,"totalReads",0,29,672,29,38,29,38
"zhu","Order","highestVar",150,"totalReads",500,29,672,29,38,29,38
"zhu","Order","highestVar",150,"totalReads",1000,29,672,29,38,29,38
"zhu","Family","highestVar",40,"totalReads",0,29,672,29,62,29,40
"zhu","Family","highestVar",40,"totalReads",500,29,672,29,62,29,40
"zhu","Family","highestVar",40,"totalReads",1000,29,672,29,62,29,40
"zhu","Family","highestVar",100,"totalReads",0,29,672,29,62,29,62
"zhu","Family","highestVar",100,"totalReads",500,29,672,29,62,29,62
"zhu","Family","highestVar",100,"totalReads",1000,29,672,29,62,29,62
"zhu","Family","highestVar",150,"totalReads",0,29,672,29,62,29,62
"zhu","Family","highestVar",150,"totalReads",500,29,672,29,62,29,62
"zhu","Family","highestVar",150,"totalReads",1000,29,672,29,62,29,62
"zhu","Genus","highestVar",40,"totalReads",0,29,672,29,172,29,40
"zhu","Genus","highestVar",40,"totalReads",500,29,672,29,172,29,40
"zhu","Genus","highestVar",40,"totalReads",1000,29,672,29,172,29,40
"zhu","Genus","highestVar",100,"totalReads",0,29,672,29,172,29,100
"zhu","Genus","highestVar",100,"totalReads",500,29,672,29,172,29,100
"zhu","Genus","highestVar",100,"totalReads",1000,29,672,29,172,29,100
"zhu","Genus","highestVar",150,"totalReads",0,29,672,29,172,29,150
"zhu","Genus","highestVar",150,"totalReads",500,29,672,29,172,29,150
"zhu","Genus","highestVar",150,"totalReads",1000,29,672,29,172,29,150
"zhuang","Class","highestVar",40,"totalReads",0,30,948,30,15,30,15
"zhuang","Class","highestVar",40,"totalReads",500,30,948,30,15,30,15
"zhuang","Class","highestVar",40,"totalReads",1000,30,948,30,15,30,15
"zhuang","Class","highestVar",100,"totalReads",0,30,948,30,15,30,15
"zhuang","Class","highestVar",100,"totalReads",500,30,948,30,15,30,15
"zhuang","Class","highestVar",100,"totalReads",1000,30,948,30,15,30,15
"zhuang","Class","highestVar",150,"totalReads",0,30,948,30,15,30,15
"zhuang","Class","highestVar",150,"totalReads",500,30,948,30,15,30,15
"zhuang","Class","highestVar",150,"totalReads",1000,30,948,30,15,30,15
"zhuang","Phylum","highestVar",40,"totalReads",0,30,948,30,9,30,9
"zhuang","Phylum","highestVar",40,"totalReads",500,30,948,30,9,30,9
"zhuang","Phylum","highestVar",40,"totalReads",1000,30,948,30,9,30,9
"zhuang","Phylum","highestVar",100,"totalReads",0,30,948,30,9,30,9
"zhuang","Phylum","highestVar",100,"totalReads",500,30,948,30,9,30,9
"zhuang","Phylum","highestVar",100,"totalReads",1000,30,948,30,9,30,9
"zhuang","Phylum","highestVar",150,"totalReads",0,30,948,30,9,30,9
"zhuang","Phylum","highestVar",150,"totalReads",500,30,948,30,9,30,9
"zhuang","Phylum","highestVar",150,"totalReads",1000,30,948,30,9,30,9
"zhuang","Order","highestVar",40,"totalReads",0,30,948,30,35,30,35
"zhuang","Order","highestVar",40,"totalReads",500,30,948,30,35,30,35
"zhuang","Order","highestVar",40,"totalReads",1000,30,948,30,35,30,35
"zhuang","Order","highestVar",100,"totalReads",0,30,948,30,35,30,35
"zhuang","Order","highestVar",100,"totalReads",500,30,948,30,35,30,35
"zhuang","Order","highestVar",100,"totalReads",1000,30,948,30,35,30,35
"zhuang","Order","highestVar",150,"totalReads",0,30,948,30,35,30,35
"zhuang","Order","highestVar",150,"totalReads",500,30,948,30,35,30,35
"zhuang","Order","highestVar",150,"totalReads",1000,30,948,30,35,30,35
"zhuang","Family","highestVar",40,"totalReads",0,30,948,30,62,30,40
"zhuang","Family","highestVar",40,"totalReads",500,30,948,30,62,30,40
"zhuang","Family","highestVar",40,"totalReads",1000,30,948,30,62,30,40
"zhuang","Family","highestVar",100,"totalReads",0,30,948,30,62,30,62
"zhuang","Family","highestVar",100,"totalReads",500,30,948,30,62,30,62
"zhuang","Family","highestVar",100,"totalReads",1000,30,948,30,62,30,62
"zhuang","Family","highestVar",150,"totalReads",0,30,948,30,62,30,62
"zhuang","Family","highestVar",150,"totalReads",500,30,948,30,62,30,62
"zhuang","Family","highestVar",150,"totalReads",1000,30,948,30,62,30,62
"zhuang","Genus","highestVar",40,"totalReads",0,30,948,30,159,30,40
"zhuang","Genus","highestVar",40,"totalReads",500,30,948,30,159,30,40
"zhuang","Genus","highestVar",40,"totalReads",1000,30,948,30,159,30,40
"zhuang","Genus","highestVar",100,"totalReads",0,30,948,30,159,30,100
"zhuang","Genus","highestVar",100,"totalReads",500,30,948,30,159,30,100
"zhuang","Genus","highestVar",100,"totalReads",1000,30,948,30,159,30,100
"zhuang","Genus","highestVar",150,"totalReads",0,30,948,30,159,30,150
"zhuang","Genus","highestVar",150,"totalReads",500,30,948,30,159,30,150
"zhuang","Genus","highestVar",150,"totalReads",1000,30,948,30,159,30,150
